01-01-2015,18
01-02-2015,1
01-03-2015,0
01-04-2015,5
01-05-2015,4
01-06-2015,13
01-07-2015,13
01-08-2015,17
01-09-2015,48
01-10-2015,1
01-11-2015,1
01-12-2015,36
01-01-2016,15
01-02-2016,3
01-03-2016,39
01-04-2016,7
01-05-2016,25
01-06-2016,14
01-07-2016,30
01-08-2016,51
01-09-2016,24
01-10-2016,0
01-11-2016,47
01-12-2016,5
01-01-2017,37
01-02-2017,37
01-03-2017,8
01-04-2017,4
01-05-2017,33
01-06-2017,26
01-07-2017,4
01-08-2017,32
01-09-2017,47
01-10-2017,31
01-11-2017,11
01-12-2017,0
01-01-2018,34
01-02-2018,17